order_item_id,order_id,order_date,order_status,payment_method,shipping_method,promo_code,customer_id,customer_name,gender,age_group,loyalty_tier,store_id,store_name,city,state,region,latitude,longitude,product_id,product_name,brand,category,subcategory,quantity,unit_price,discount_pct,sales,cost,profit,returned,return_date
5445,2608,2024-04-24,Completed,UPI,Standard,NONE,732,Riya Reddy,Female,18-24,Platinum,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,70,Sportiva Skipping Rope 4,Sportiva,Sports,Fitness,1,3523.04,0.2,2818.43,2128.46,689.97,False,
5446,2608,2024-04-24,Completed,UPI,Standard,NONE,732,Riya Reddy,Female,18-24,Platinum,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,13,ByteWave USB-C Hub 1,ByteWave,Technology,Accessories,2,926.08,0,1852.16,1324.16,528.0,False,
5447,2609,2024-02-17,Completed,Credit Card,Store Pickup,NONE,272,Anjali Kapoor,Male,25-34,Platinum,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,16,ByteWave Wireless Earbuds 4,ByteWave,Technology,Accessories,1,7991.18,0.05,7591.62,4802.2,2789.42,False,
5448,2609,2024-02-17,Completed,Credit Card,Store Pickup,NONE,272,Anjali Kapoor,Male,25-34,Platinum,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,56,VivaBeauty Face Wash 2,VivaBeauty,Beauty,Skincare,3,552.95,0.1,1492.97,1216.95,276.02,False,
5449,2609,2024-02-17,Completed,Credit Card,Store Pickup,NONE,272,Anjali Kapoor,Male,25-34,Platinum,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,13,ByteWave USB-C Hub 1,ByteWave,Technology,Accessories,1,992.81,0.05,943.17,662.08,281.09,False,
5450,2610,2025-05-01,Completed,Net Banking,Store Pickup,NONE,222,Nisha Bose,Male,35-44,Gold,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,34,Homely Planter 4,Homely,Home,Decor,1,15082.37,0,15082.37,9231.07,5851.3,False,
5451,2610,2025-05-01,Completed,Net Banking,Store Pickup,NONE,222,Nisha Bose,Male,35-44,Gold,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,49,Stride Formal Shoes 1,Stride,Fashion,Footwear,1,931.03,0.05,884.48,606.3,278.18,False,
5452,2611,2024-03-10,Completed,Wallet,Express,NONE,298,Priya Khan,Male,18-24,Platinum,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,55,GlowUp Face Mask 1,GlowUp,Beauty,Skincare,1,256.17,0.1,230.55,162.77,67.78,False,
5453,2611,2024-03-10,Completed,Wallet,Express,NONE,298,Priya Khan,Male,18-24,Platinum,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,34,Homely Planter 4,Homely,Home,Decor,1,15155.82,0.2,12124.66,9231.07,2893.59,False,
5454,2611,2024-03-10,Completed,Wallet,Express,NONE,298,Priya Khan,Male,18-24,Platinum,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,45,NorthThread Saree 3,NorthThread,Fashion,Womenswear,1,4012.12,0.2,3209.7,2952.88,256.82,False,
5455,2611,2024-03-10,Completed,Wallet,Express,NONE,298,Priya Khan,Male,18-24,Platinum,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,7,NovaTech Ultrabook 1,NovaTech,Technology,Laptops,3,12526.22,0,37578.66,19850.04,17728.62,False,
5456,2611,2024-03-10,Completed,Wallet,Express,NONE,298,Priya Khan,Male,18-24,Platinum,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,23,CookPro Dinner Set 5,CookPro,Home,Kitchen,1,9939.64,0.1,8945.68,6386.7,2558.98,False,
5457,2612,2024-12-13,Completed,Wallet,Express,FESTIVE10,169,Vikram Khan,Male,35-44,Gold,9,Kolkata Park Street,Kolkata,West Bengal,East,22.5531,88.3525,23,CookPro Dinner Set 5,CookPro,Home,Kitchen,1,10262.34,0.2,8209.87,6386.7,1823.17,False,
5458,2613,2024-06-21,Completed,Wallet,Store Pickup,CLEARANCE15,190,Kiara Iyer,Female,55+,Gold,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,41,NorthThread Jacket 5,NorthThread,Fashion,Menswear,1,957.11,0.05,909.25,606.47,302.78,False,
5459,2613,2024-06-21,Completed,Wallet,Store Pickup,CLEARANCE15,190,Kiara Iyer,Female,55+,Gold,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,17,ByteWave Bluetooth Speaker 5,ByteWave,Technology,Accessories,1,7501.63,0.2,6001.3,4349.76,1651.54,False,
5460,2613,2024-06-21,Completed,Wallet,Store Pickup,CLEARANCE15,190,Kiara Iyer,Female,55+,Gold,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,80,NatureBox Cookies 2,NatureBox,Grocery,Packaged Food,1,154.24,0.15000000000000002,131.1,108.2,22.9,False,
5461,2614,2025-02-20,Completed,Net Banking,Standard,NONE,328,Arjun Kapoor,Female,25-34,Platinum,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,62,GlowUp Foundation 2,GlowUp,Beauty,Makeup,1,394.77,0,394.77,225.63,169.14,False,
5462,2614,2025-02-20,Completed,Net Banking,Standard,NONE,328,Arjun Kapoor,Female,25-34,Platinum,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,5,Orbit Budget Phone 5,Orbit,Technology,Phones,1,794.26,0.05,754.55,565.41,189.14,False,
5463,2615,2025-02-03,Completed,Net Banking,Standard,NONE,742,Meera Patel,Female,35-44,Silver,5,Bengaluru Indiranagar,Bengaluru,Karnataka,South,12.9784,77.6408,86,NatureBox Sparkling Water 2,NatureBox,Grocery,Beverages,2,99.61,0,199.22,110.18,89.04,False,
5464,2616,2025-09-18,Completed,Wallet,Express,NONE,610,Kabir Chopra,Female,25-34,Standard,17,Indore Vijay Nagar,Indore,Madhya Pradesh,Central,22.7533,75.8937,36,Decora Cushion Set 6,Decora,Home,Decor,1,295.55,0,295.55,149.89,145.66,False,
5465,2616,2025-09-18,Completed,Wallet,Express,NONE,610,Kabir Chopra,Female,25-34,Standard,17,Indore Vijay Nagar,Indore,Madhya Pradesh,Central,22.7533,75.8937,17,ByteWave Bluetooth Speaker 5,ByteWave,Technology,Accessories,1,7391.66,0.15,6282.91,4349.76,1933.15,False,
5466,2616,2025-09-18,Completed,Wallet,Express,NONE,610,Kabir Chopra,Female,25-34,Standard,17,Indore Vijay Nagar,Indore,Madhya Pradesh,Central,22.7533,75.8937,18,ApexDigital Smart Watch 6,ApexDigital,Technology,Accessories,1,1541.45,0.05,1464.38,838.64,625.74,False,
5467,2617,2024-11-03,Completed,Wallet,Express,LOYALTY20,84,Avni Verma,Female,25-34,Gold,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,80,NatureBox Cookies 2,NatureBox,Grocery,Packaged Food,1,137.67,0.1,123.9,108.2,15.7,False,
5468,2618,2024-09-26,Completed,UPI,Express,FESTIVE10,7,Ayaan Kapoor,Female,35-44,Standard,7,Hyderabad Banjara Hills,Hyderabad,Telangana,South,17.4126,78.4483,25,CasaCraft Bookshelf 1,CasaCraft,Home,Furniture,1,6467.1,0.05,6143.74,3691.6,2452.14,False,
5469,2619,2024-11-30,Completed,UPI,Express,CLEARANCE15,690,Krishna Mehta,Male,45-54,Silver,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,76,TrailGo Water Bottle 4,TrailGo,Sports,Outdoor,4,4915.56,0.2,15729.79,14461.72,1268.07,False,
5470,2619,2024-11-30,Completed,UPI,Express,CLEARANCE15,690,Krishna Mehta,Male,45-54,Silver,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,78,TrailGo Tent 6,TrailGo,Sports,Outdoor,1,487.39,0.35,316.8,357.39,-40.59,False,
5471,2620,2025-07-05,Completed,Net Banking,Store Pickup,WELCOME5,616,Sneha Gupta,Male,18-24,Standard,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,82,SipWell Breakfast Cereal 4,SipWell,Grocery,Packaged Food,1,590.56,0.05,561.03,337.68,223.35,False,
5472,2620,2025-07-05,Completed,Net Banking,Store Pickup,WELCOME5,616,Sneha Gupta,Male,18-24,Standard,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,65,LuxeLook Lipstick 5,LuxeLook,Beauty,Makeup,1,140.55,0.1,126.5,104.71,21.79,False,
5473,2621,2025-10-17,Completed,Debit Card,Express,NONE,186,Ira Sharma,Female,35-44,Platinum,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,37,Aurelia Polo Shirt 1,Aurelia,Fashion,Menswear,2,403.94,0.15,686.7,588.84,97.86,False,
5474,2622,2025-07-19,Completed,Debit Card,Store Pickup,FESTIVE10,351,Rohan Khan,Male,25-34,Platinum,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,54,ModeX Running Shoes 6,ModeX,Fashion,Footwear,1,3066.25,0.25,2299.69,2214.9,84.79,False,
5475,2622,2025-07-19,Completed,Debit Card,Store Pickup,FESTIVE10,351,Rohan Khan,Male,25-34,Platinum,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,47,Aurelia Dress 5,Aurelia,Fashion,Womenswear,1,1436.96,0.3,1005.87,937.91,67.96,False,
5476,2622,2025-07-19,Completed,Debit Card,Store Pickup,FESTIVE10,351,Rohan Khan,Male,25-34,Platinum,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,47,Aurelia Dress 5,Aurelia,Fashion,Womenswear,1,1441.01,0.1,1296.91,937.91,359.0,False,
5477,2623,2025-02-14,Completed,Cash on Delivery,Standard,FESTIVE10,393,Kabir Patel,Female,25-34,Platinum,1,Delhi Connaught Place,Delhi,Delhi,North,28.6315,77.2167,48,CottonHub Kurti 6,CottonHub,Fashion,Womenswear,1,689.91,0.3,482.94,414.99,67.95,False,
5478,2623,2025-02-14,Completed,Cash on Delivery,Standard,FESTIVE10,393,Kabir Patel,Female,25-34,Platinum,1,Delhi Connaught Place,Delhi,Delhi,North,28.6315,77.2167,33,UrbanNest Mirror 3,UrbanNest,Home,Decor,1,1315.14,0.25,986.36,901.36,85.0,False,
5479,2624,2024-02-10,Completed,Wallet,Express,FESTIVE10,731,Aadhya Patel,Male,18-24,Platinum,12,Patna Frazer Road,Patna,Bihar,East,25.5941,85.1376,26,Homely Dining Chair 2,Homely,Home,Furniture,2,813.74,0.1,1464.73,1010.42,454.31,False,
5480,2624,2024-02-10,Completed,Wallet,Express,FESTIVE10,731,Aadhya Patel,Male,18-24,Platinum,12,Patna Frazer Road,Patna,Bihar,East,25.5941,85.1376,27,Homely Dining Chair 3,Homely,Home,Furniture,1,1208.94,0.05,1148.49,683.08,465.41,False,
5481,2625,2024-06-07,Completed,Debit Card,Store Pickup,NONE,596,Rahul Joshi,Prefer not to say,55+,Gold,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,65,LuxeLook Lipstick 5,LuxeLook,Beauty,Makeup,2,137.22,0.2,219.55,209.42,10.13,False,
5482,2625,2024-06-07,Completed,Debit Card,Store Pickup,NONE,596,Rahul Joshi,Prefer not to say,55+,Gold,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,51,ModeX Flip Flops 3,ModeX,Fashion,Footwear,1,396.31,0,396.31,281.05,115.26,False,
5483,2626,2024-02-05,Completed,Cash on Delivery,Standard,NONE,715,Riya Joshi,Female,18-24,Standard,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,3,NovaTech Smartphone 3,NovaTech,Technology,Phones,1,2421.84,0,2421.84,1373.95,1047.89,False,
5484,2627,2024-01-14,Completed,Net Banking,Express,NONE,93,Ayaan Mishra,Female,18-24,Silver,14,Pune Koregaon Park,Pune,Maharashtra,West,18.5362,73.8937,80,NatureBox Cookies 2,NatureBox,Grocery,Packaged Food,3,154.48,0.05,440.27,324.6,115.67,False,
5485,2628,2025-12-12,Completed,UPI,Standard,NONE,148,Rohan Singh,Male,35-44,Platinum,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,78,TrailGo Tent 6,TrailGo,Sports,Outdoor,2,468.31,0.05,889.79,714.78,175.01,False,
5486,2628,2025-12-12,Completed,UPI,Standard,NONE,148,Rohan Singh,Male,35-44,Platinum,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,74,ActivePro Water Bottle 2,ActivePro,Sports,Outdoor,1,3633.39,0.05,3451.72,1941.45,1510.27,False,
5487,2628,2025-12-12,Completed,UPI,Standard,NONE,148,Rohan Singh,Male,35-44,Platinum,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,21,Decora Electric Kettle 3,Decora,Home,Kitchen,4,482.74,0.2,1544.77,1410.64,134.13,False,
5488,2629,2025-01-19,Completed,Credit Card,Standard,NONE,404,Vihaan Sharma,Female,18-24,Gold,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,15,Orbit Power Bank 3,Orbit,Technology,Accessories,2,8206.37,0,16412.74,11724.22,4688.52,False,
5489,2629,2025-01-19,Completed,Credit Card,Standard,NONE,404,Vihaan Sharma,Female,18-24,Gold,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,6,ApexDigital Budget Phone 6,ApexDigital,Technology,Phones,1,4775.26,0.05,4536.5,2632.69,1903.81,False,
5490,2630,2024-08-14,Completed,Net Banking,Express,FESTIVE10,406,Nisha Patel,Male,18-24,Platinum,9,Kolkata Park Street,Kolkata,West Bengal,East,22.5531,88.3525,63,VivaBeauty Kajal 3,VivaBeauty,Beauty,Makeup,2,841.32,0.05,1598.51,1393.74,204.77,False,
5491,2630,2024-08-14,Completed,Net Banking,Express,FESTIVE10,406,Nisha Patel,Male,18-24,Platinum,9,Kolkata Park Street,Kolkata,West Bengal,East,22.5531,88.3525,27,Homely Dining Chair 3,Homely,Home,Furniture,1,1272.81,0.2,1018.25,683.08,335.17,False,
5492,2631,2025-05-16,Completed,Wallet,Standard,FESTIVE10,178,Neha Bose,Male,35-44,Gold,9,Kolkata Park Street,Kolkata,West Bengal,East,22.5531,88.3525,14,Orbit Power Bank 2,Orbit,Technology,Accessories,1,1474.1,0.1,1326.69,927.4,399.29,False,
5493,2631,2025-05-16,Completed,Wallet,Standard,FESTIVE10,178,Neha Bose,Male,35-44,Gold,9,Kolkata Park Street,Kolkata,West Bengal,East,22.5531,88.3525,74,ActivePro Water Bottle 2,ActivePro,Sports,Outdoor,1,3409.66,0.25,2557.24,1941.45,615.79,False,
5494,2632,2024-05-13,Completed,Credit Card,Store Pickup,NONE,198,Priya Mishra,Female,35-44,Standard,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,80,NatureBox Cookies 2,NatureBox,Grocery,Packaged Food,3,152.94,0.1,412.94,324.6,88.34,False,
5495,2633,2025-11-02,Completed,Credit Card,Standard,NONE,376,Vikram Joshi,Male,35-44,Platinum,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,86,NatureBox Sparkling Water 2,NatureBox,Grocery,Beverages,2,99.57,0,199.14,110.18,88.96,False,
5496,2633,2025-11-02,Completed,Credit Card,Standard,NONE,376,Vikram Joshi,Male,35-44,Platinum,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,45,NorthThread Saree 3,NorthThread,Fashion,Womenswear,1,3854.39,0.15,3276.23,2952.88,323.35,False,
5497,2634,2025-08-09,Completed,Wallet,Express,NONE,8,Sneha Patel,Male,35-44,Platinum,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,80,NatureBox Cookies 2,NatureBox,Grocery,Packaged Food,2,148.93,0.25,223.4,216.4,7.0,False,
5498,2635,2024-11-16,Completed,UPI,Standard,CLEARANCE15,582,Kiara Chopra,Female,35-44,Standard,5,Bengaluru Indiranagar,Bengaluru,Karnataka,South,12.9784,77.6408,27,Homely Dining Chair 3,Homely,Home,Furniture,1,1325.6,0.15,1126.76,683.08,443.68,False,
5499,2636,2024-10-21,Completed,UPI,Standard,NONE,651,Vikram Gupta,Male,45-54,Platinum,14,Pune Koregaon Park,Pune,Maharashtra,West,18.5362,73.8937,53,NorthThread Flip Flops 5,NorthThread,Fashion,Footwear,1,410.07,0.15,348.56,293.43,55.13,False,
5500,2637,2025-03-17,Completed,Wallet,Express,NONE,539,Amit Khan,Female,18-24,Silver,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,67,TrailGo Resistance Bands 1,TrailGo,Sports,Fitness,1,2315.62,0,2315.62,1565.77,749.85,False,
5501,2637,2025-03-17,Completed,Wallet,Express,NONE,539,Amit Khan,Female,18-24,Silver,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,83,TastyCo Cookies 5,TastyCo,Grocery,Packaged Food,1,47.78,0,47.78,25.22,22.56,False,
5502,2637,2025-03-17,Completed,Wallet,Express,NONE,539,Amit Khan,Female,18-24,Silver,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,3,NovaTech Smartphone 3,NovaTech,Technology,Phones,1,2479.18,0.15,2107.3,1373.95,733.35,False,
5503,2638,2025-12-15,Completed,Cash on Delivery,Standard,FESTIVE10,148,Rohan Singh,Male,35-44,Platinum,3,Jaipur Pink City,Jaipur,Rajasthan,North,26.9124,75.7873,2,NovaTech Foldable Phone 2,NovaTech,Technology,Phones,2,947.89,0.2,1516.62,1312.98,203.64,False,
5504,2638,2025-12-15,Completed,Cash on Delivery,Standard,FESTIVE10,148,Rohan Singh,Male,35-44,Platinum,3,Jaipur Pink City,Jaipur,Rajasthan,North,26.9124,75.7873,68,FitMax Protein Shaker 2,FitMax,Sports,Fitness,3,5124.88,0.30000000000000004,10762.25,8443.38,2318.87,False,
5505,2639,2024-11-07,Completed,Debit Card,Store Pickup,NONE,651,Vikram Gupta,Male,45-54,Platinum,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,1,NovaTech Smartphone 1,NovaTech,Technology,Phones,2,4748.25,0.15,8072.02,5533.56,2538.46,False,
5506,2640,2024-08-06,Completed,Wallet,Express,NONE,175,Vihaan Gupta,Female,25-34,Standard,14,Pune Koregaon Park,Pune,Maharashtra,West,18.5362,73.8937,30,UrbanNest Office Chair 6,UrbanNest,Home,Furniture,1,1220.22,0.15,1037.19,965.68,71.51,False,
5507,2641,2025-03-11,Completed,Cash on Delivery,Standard,NONE,131,Amit Yadav,Male,25-34,Platinum,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,88,SipWell Energy Drink 4,SipWell,Grocery,Beverages,2,45.1,0.15,76.67,74.94,1.73,False,
5508,2641,2025-03-11,Completed,Cash on Delivery,Standard,NONE,131,Amit Yadav,Male,25-34,Platinum,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,34,Homely Planter 4,Homely,Home,Decor,2,14453.28,0,28906.56,18462.14,10444.42,False,
5509,2642,2024-02-27,Completed,Wallet,Express,LOYALTY20,31,Riya Saxena,Male,25-34,Gold,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,11,ZenMobile Ultrabook 5,ZenMobile,Technology,Laptops,1,2447.52,0.15000000000000002,2080.39,1849.12,231.27,False,
5510,2642,2024-02-27,Completed,Wallet,Express,LOYALTY20,31,Riya Saxena,Male,25-34,Gold,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,6,ApexDigital Budget Phone 6,ApexDigital,Technology,Phones,2,4761.29,0.05,9046.45,5265.38,3781.07,False,
5511,2642,2024-02-27,Completed,Wallet,Express,LOYALTY20,31,Riya Saxena,Male,25-34,Gold,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,28,Decora Dining Chair 4,Decora,Home,Furniture,1,296.16,0.15000000000000002,251.74,197.25,54.49,False,
5512,2642,2024-02-27,Completed,Wallet,Express,LOYALTY20,31,Riya Saxena,Male,25-34,Gold,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,31,CasaCraft Planter 1,CasaCraft,Home,Decor,2,462.36,0.1,832.25,771.84,60.41,False,
5513,2643,2025-02-17,Completed,Net Banking,Express,FESTIVE10,542,Priya Nair,Female,18-24,Silver,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,86,NatureBox Sparkling Water 2,NatureBox,Grocery,Beverages,1,96.31,0.05,91.49,55.09,36.4,False,
5514,2644,2024-12-09,Completed,Debit Card,Express,NONE,536,Ishaan Agarwal,Male,45-54,Gold,6,Chennai T Nagar,Chennai,Tamil Nadu,South,13.0418,80.2341,75,ActivePro Rain Jacket 3,ActivePro,Sports,Outdoor,1,4725.17,0.15,4016.39,3008.96,1007.43,False,
5515,2644,2024-12-09,Completed,Debit Card,Express,NONE,536,Ishaan Agarwal,Male,45-54,Gold,6,Chennai T Nagar,Chennai,Tamil Nadu,South,13.0418,80.2341,47,Aurelia Dress 5,Aurelia,Fashion,Womenswear,1,1429.32,0.15,1214.92,937.91,277.01,False,
5516,2644,2024-12-09,Completed,Debit Card,Express,NONE,536,Ishaan Agarwal,Male,45-54,Gold,6,Chennai T Nagar,Chennai,Tamil Nadu,South,13.0418,80.2341,24,CasaCraft Dinner Set 6,CasaCraft,Home,Kitchen,2,2482.94,0.05,4717.59,3551.48,1166.11,False,
5517,2644,2024-12-09,Completed,Debit Card,Express,NONE,536,Ishaan Agarwal,Male,45-54,Gold,6,Chennai T Nagar,Chennai,Tamil Nadu,South,13.0418,80.2341,46,NorthThread Jeans 4,NorthThread,Fashion,Womenswear,1,3895.06,0.25,2921.3,1937.23,984.07,False,
5518,2644,2024-12-09,Completed,Debit Card,Express,NONE,536,Ishaan Agarwal,Male,45-54,Gold,6,Chennai T Nagar,Chennai,Tamil Nadu,South,13.0418,80.2341,89,TastyCo Juice 5,TastyCo,Grocery,Beverages,1,398.9,0.1,359.01,293.03,65.98,False,
5519,2645,2025-04-05,Completed,Debit Card,Standard,NONE,468,Sara Mehta,Female,25-34,Gold,12,Patna Frazer Road,Patna,Bihar,East,25.5941,85.1376,32,UrbanNest Planter 2,UrbanNest,Home,Decor,1,14062.85,0.1,12656.57,7942.54,4714.03,False,
5520,2646,2025-05-17,Completed,Credit Card,Store Pickup,NONE,235,Tanya Verma,Female,45-54,Silver,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,81,DailyBite Breakfast Cereal 3,DailyBite,Grocery,Packaged Food,1,387.75,0.05,368.36,214.64,153.72,False,
5521,2646,2025-05-17,Completed,Credit Card,Store Pickup,NONE,235,Tanya Verma,Female,45-54,Silver,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,8,Orbit Business Laptop 2,Orbit,Technology,Laptops,2,828.71,0.1,1491.68,1116.88,374.8,False,
5522,2647,2025-04-09,Completed,Debit Card,Express,NONE,365,Ira Mehta,Male,55+,Platinum,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,81,DailyBite Breakfast Cereal 3,DailyBite,Grocery,Packaged Food,2,395.17,0.15,671.79,429.28,242.51,False,
5523,2647,2025-04-09,Completed,Debit Card,Express,NONE,365,Ira Mehta,Male,55+,Platinum,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,9,ApexDigital Ultrabook 3,ApexDigital,Technology,Laptops,1,34254.21,0.05,32541.5,19877.8,12663.7,False,
5524,2647,2025-04-09,Completed,Debit Card,Express,NONE,365,Ira Mehta,Male,55+,Platinum,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,82,SipWell Breakfast Cereal 4,SipWell,Grocery,Packaged Food,1,587.76,0,587.76,337.68,250.08,False,
5525,2647,2025-04-09,Completed,Debit Card,Express,NONE,365,Ira Mehta,Male,55+,Platinum,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,42,NorthThread Polo Shirt 6,NorthThread,Fashion,Menswear,4,399.13,0.2,1277.22,958.84,318.38,False,
5526,2648,2025-10-19,Completed,Cash on Delivery,Store Pickup,CLEARANCE15,693,Pooja Chopra,Male,25-34,Platinum,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,26,Homely Dining Chair 2,Homely,Home,Furniture,1,737.34,0.15,626.74,505.21,121.53,False,
5527,2648,2025-10-19,Completed,Cash on Delivery,Store Pickup,CLEARANCE15,693,Pooja Chopra,Male,25-34,Platinum,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,51,ModeX Flip Flops 3,ModeX,Fashion,Footwear,1,371.72,0.30000000000000004,260.2,281.05,-20.85,False,
5528,2648,2025-10-19,Completed,Cash on Delivery,Store Pickup,CLEARANCE15,693,Pooja Chopra,Male,25-34,Platinum,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,64,VivaBeauty Kajal 4,VivaBeauty,Beauty,Makeup,3,1289.51,0.15000000000000002,3288.25,1991.67,1296.58,False,
5529,2649,2024-03-29,Completed,UPI,Standard,NONE,391,Ayaan Mishra,Male,45-54,Gold,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,65,LuxeLook Lipstick 5,LuxeLook,Beauty,Makeup,1,137.22,0,137.22,104.71,32.51,False,
5530,2649,2024-03-29,Completed,UPI,Standard,NONE,391,Ayaan Mishra,Male,45-54,Gold,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,11,ZenMobile Ultrabook 5,ZenMobile,Technology,Laptops,2,2491.52,0.15,4235.58,3698.24,537.34,False,
5531,2650,2024-06-21,Completed,UPI,Express,NONE,365,Ira Mehta,Male,55+,Platinum,3,Jaipur Pink City,Jaipur,Rajasthan,North,26.9124,75.7873,82,SipWell Breakfast Cereal 4,SipWell,Grocery,Packaged Food,2,596.0,0,1192.0,675.36,516.64,False,
5532,2651,2024-01-11,Completed,Credit Card,Express,NONE,494,Reyansh Khan,Female,35-44,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,17,ByteWave Bluetooth Speaker 5,ByteWave,Technology,Accessories,2,8208.98,0.1,14776.16,8699.52,6076.64,False,
5533,2651,2024-01-11,Completed,Credit Card,Express,NONE,494,Reyansh Khan,Female,35-44,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,58,LuxeLook Serum 4,LuxeLook,Beauty,Skincare,1,248.98,0.1,224.08,169.7,54.38,False,
5534,2651,2024-01-11,Completed,Credit Card,Express,NONE,494,Reyansh Khan,Female,35-44,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,23,CookPro Dinner Set 5,CookPro,Home,Kitchen,1,10035.53,0,10035.53,6386.7,3648.83,False,
5535,2651,2024-01-11,Completed,Credit Card,Express,NONE,494,Reyansh Khan,Female,35-44,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,32,UrbanNest Planter 2,UrbanNest,Home,Decor,1,15296.2,0.2,12236.96,7942.54,4294.42,False,
5536,2652,2024-09-02,Completed,Credit Card,Express,WELCOME5,124,Rohan Yadav,Female,35-44,Platinum,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,73,FitMax Tent 1,FitMax,Sports,Outdoor,2,854.19,0.15000000000000002,1452.12,1347.96,104.16,False,
